feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target_growth
21.43,88.621,71.585,5.608,7.861,0.465,2.232,164.738
20.124,52.871,45.21,6.202,5.754,1.128,0.711,114.724
26.577,51.809,69.381,6.654,7.826,2.037,1.354,141.839
30.668,52.449,55.256,7.816,5.835,0.606,3.585,136.791
28.71,74.634,51.337,5.719,8.978,1.302,1.299,146.0
32.469,89.635,32.976,6.998,10.079,0.72,2.031,149.005
20.639,55.596,70.716,5.458,11.755,1.542,0.894,147.074
30.489,85.753,52.833,7.141,10.741,0.74,0.93,155.926
21.282,57.538,25.305,5.034,4.689,0.662,3.452,105.172
22.603,74.155,25.914,6.968,5.692,2.075,0.487,119.189
30.068,46.822,63.882,5.49,8.254,0.779,1.426,137.469
34.663,67.304,33.097,5.541,6.061,0.772,4.418,130.423
28.396,74.456,54.937,6.677,4.115,1.822,2.246,145.324
18.927,69.134,59.054,6.126,10.038,0.505,2.807,139.716
28.477,55.703,38.968,6.414,6.862,0.479,2.955,120.233
18.72,82.282,53.466,5.927,4.529,1.435,1.043,137.907
33.03,88.656,37.013,7.86,8.071,1.276,1.788,148.869
30.063,65.664,72.316,5.872,11.818,1.707,1.923,159.644
20.943,73.616,68.009,6.626,9.428,2.784,1.192,155.547
19.559,80.569,39.402,7.563,5.27,1.443,1.206,130.294
21.12,55.867,51.441,6.993,8.114,1.783,2.814,128.78
34.66,83.9,50.032,5.968,11.214,2.606,0.666,159.321
25.796,57.609,73.001,6.657,4.434,1.56,0.755,145.115
31.329,79.912,44.701,5.249,9.103,2.275,2.665,148.736
28.819,50.044,53.111,6.637,9.77,1.717,2.132,134.93
27.731,57.977,71.435,6.294,9.632,1.929,2.831,151.845
20.467,69.013,33.141,7.274,5.201,2.638,0.316,119.267
34.082,68.621,52.524,7.544,11.258,0.402,3.231,148.238
23.123,83.269,30.284,5.599,6.578,2.562,3.855,134.213
27.826,89.826,55.875,5.245,4.414,1.594,2.454,155.274
29.896,49.824,43.284,6.172,4.666,1.856,3.816,120.828
29.037,57.212,73.382,6.602,7.661,1.48,1.919,149.079
33.99,61.092,45.77,6.13,4.32,1.026,0.539,128.523
20.523,66.551,31.809,6.886,10.236,0.558,1.823,117.433
26.642,67.226,66.7,6.517,10.927,2.668,2.119,159.954
24.869,83.529,66.043,7.81,4.107,1.897,3.922,159.431
26.061,79.675,59.743,6.228,10.48,2.496,1.639,151.966
20.027,45.848,62.441,5.247,11.85,1.098,1.555,130.045
20.28,65.476,38.236,5.906,4.243,1.067,4.018,117.164
22.727,72.813,57.103,6.818,9.8,1.206,1.279,147.149
23.18,65.718,26.901,5.768,11.993,0.954,2.963,118.182
25.274,50.879,34.845,5.807,10.377,1.595,1.605,114.374
28.387,62.886,71.614,6.019,8.043,2.647,4.291,161.129
28.789,63.525,61.962,7.238,11.079,2.503,1.015,152.425
25.001,53.447,36.534,7.82,9.663,1.588,3.313,117.282
24.949,79.034,30.569,6.051,6.34,1.237,2.565,125.375
21.7,59.463,72.446,5.586,5.795,1.868,4.408,142.683
28.001,71.504,30.609,6.262,8.1,1.869,4.474,136.836
23.39,68.208,37.854,6.056,6.984,2.041,3.613,125.673
18.613,84.484,34.132,7.97,6.636,1.685,0.645,131.944
25.113,50.491,25.373,6.392,5.423,0.464,2.217,100.717
26.06,50.142,40.707,7.038,10.762,0.583,3.874,119.405
21.835,58.514,73.709,7.741,9.64,2.737,2.945,152.026
27.732,64.405,42.095,6.887,6.651,2.191,3.98,132.464
27.618,58.434,50.215,5.748,5.901,2.676,3.637,136.444
29.934,79.343,62.297,6.822,5.025,1.215,1.546,158.371
29.015,56.037,52.554,6.206,4.9,1.684,1.039,129.541
29.091,48.815,62.18,6.267,9.004,1.173,1.587,133.748
23.376,63.621,58.082,7.938,4.871,2.581,3.193,137.317
31.386,79.802,55.428,5.836,11.682,1.091,2.269,152.783
27.335,83.275,57.482,6.407,6.233,2.065,0.389,152.967
25.334,78.001,64.958,5.48,4.206,0.82,3.393,153.292
28.642,70.105,60.51,5.536,10.843,0.653,0.392,146.827
24.131,77.589,64.589,6.81,6.941,0.774,1.96,150.114
26.717,75.663,32.28,7.253,6.744,1.671,2.188,129.959
30.524,55.546,58.884,6.909,4.949,2.427,2.363,138.478
33.069,69.784,61.851,5.988,9.283,2.798,0.798,156.303
33.658,79.677,39.998,5.179,6.87,1.894,3.415,144.847
26.562,59.27,68.729,6.411,10.584,1.681,3.852,152.962
26.845,74.429,40.236,6.513,9.045,2.289,3.201,137.809
31.598,66.667,37.192,7.312,11.039,0.553,4.29,135.451
23.346,67.642,68.355,6.921,8.98,2.343,1.307,147.292
32.236,49.052,37.351,7.614,10.234,2.22,0.891,122.971
26.4,74.98,45.775,7.349,9.572,1.671,0.489,140.99
19.97,83.956,43.396,6.098,7.701,0.455,3.303,137.874
19.225,51.364,69.903,6.897,9.509,0.885,0.897,140.882
32.314,61.475,47.762,7.242,9.309,1.287,4.234,141.914
18.945,47.19,59.715,7.871,4.054,2.659,2.773,124.608
22.77,46.333,64.702,6.267,9.589,1.932,3.658,137.055
23.68,89.535,56.395,6.945,6.097,1.624,2.069,160.589
20.941,67.206,72.185,6.178,8.335,1.572,3.36,153.376
23.336,60.998,65.125,7.213,4.891,2.272,2.108,136.472
30.626,57.369,45.01,7.736,4.184,1.177,2.517,129.633
18.25,89.101,72.541,7.758,4.121,0.627,3.526,159.75
32.062,56.351,51.229,5.471,5.266,2.025,1.224,128.682
32.561,77.657,26.129,5.612,4.159,1.19,4.003,133.992
24.328,57.769,38.001,7.265,5.059,1.181,3.28,122.612
20.611,48.172,56.086,6.893,8.473,1.491,3.41,124.478
28.214,75.747,32.841,7.715,7.202,0.983,1.224,128.275
20.034,45.073,54.203,5.941,11.846,2.612,0.588,123.875
24.204,75.409,43.08,7.544,10.47,2.433,0.513,136.74
34.293,56.267,51.719,7.051,5.174,2.779,2.982,139.347
34.923,78.575,25.094,5.586,7.334,2.715,0.845,131.408
31.126,79.639,67.421,5.379,7.448,1.155,4.497,165.19
23.286,77.585,43.096,7.108,6.897,1.313,4.333,135.31
29.69,46.102,32.008,5.475,7.965,2.076,0.325,112.384
29.992,76.668,46.896,7.383,9.359,0.438,3.318,150.302
24.593,89.557,49.309,6.671,9.127,2.785,1.321,153.59
28.895,55.918,56.87,6.431,6.857,0.426,1.666,135.012
18.182,57.341,51.228,5.827,9.64,1.676,1.233,126.933
21.554,81.609,27.176,7.952,6.316,2.005,3.771,127.681
26.927,52.218,68.576,7.167,10.684,2.594,4.043,153.965
20.784,74.726,47.825,7.334,11.715,1.946,0.374,136.063
20.82,78.976,28.849,7.306,6.358,1.833,1.361,125.422
32.217,46.672,63.641,6.752,10.278,1.121,2.129,141.506
34.815,69.919,58.008,7.819,10.507,1.818,2.444,155.262
27.451,70.914,57.472,6.751,7.926,2.199,0.577,152.84
32.264,58.655,46.346,6.56,4.702,1.637,3.769,139.742
34.835,84.436,45.525,5.821,10.289,2.271,4.216,158.927
20.407,52.324,51.817,5.845,7.26,0.567,1.932,122.519
25.62,61.389,27.53,7.211,5.665,1.205,3.886,114.262
24.674,83.19,39.948,6.004,9.013,2.704,3.108,142.541
19.361,53.579,74.395,7.186,7.496,1.176,2.744,139.338
30.841,81.962,58.11,7.858,4.701,1.892,3.722,156.106
25.374,48.558,45.947,6.318,11.869,1.648,2.234,129.433
25.979,67.015,36.118,5.292,5.957,2.648,2.555,126.144
20.561,48.39,62.26,7.0,8.088,0.791,1.381,128.418
21.076,75.506,38.015,5.029,9.338,1.119,3.262,128.784
33.421,80.577,33.119,7.361,4.921,2.47,0.884,138.728
18.759,83.244,32.726,6.577,9.915,1.999,1.246,126.613
21.958,89.157,61.463,6.469,9.186,1.703,2.264,158.432
22.965,75.241,57.141,6.708,7.95,1.348,1.857,143.159
26.333,79.608,28.49,6.549,8.227,1.387,1.23,132.079
27.97,67.759,30.752,5.971,11.638,2.644,1.025,123.962
26.386,86.073,56.692,5.845,11.287,2.011,3.902,159.176
19.43,73.969,53.556,6.246,4.896,2.63,2.741,133.841
22.142,84.76,59.3,7.685,6.95,2.733,1.823,153.172
32.341,55.595,33.902,5.406,8.134,1.713,3.837,123.179
28.839,67.353,61.329,5.974,11.36,1.864,3.748,157.151
29.036,77.842,71.805,5.577,10.533,1.975,0.677,165.845
29.393,54.122,55.053,6.281,7.092,2.414,2.639,135.79
30.969,54.51,34.807,5.4,11.09,1.982,1.514,124.286
18.988,89.012,58.977,7.282,7.025,0.675,2.526,151.887
24.232,64.557,42.154,5.31,6.17,2.662,3.287,134.829
27.172,53.182,27.464,6.996,8.879,1.986,0.237,109.406
23.754,59.916,40.117,5.803,6.847,2.488,2.408,124.224
32.356,62.882,70.279,6.417,8.979,1.419,1.454,158.946
26.204,73.039,45.557,5.6,7.277,1.539,2.496,136.417
31.067,86.536,68.233,7.191,10.366,2.053,0.672,172.793
32.484,89.397,50.433,7.845,11.634,2.263,3.716,165.341
26.581,74.326,50.849,5.665,6.162,0.588,2.538,141.877
33.462,76.497,25.261,7.859,8.08,1.378,1.108,131.259
27.981,59.482,56.855,5.976,9.795,2.248,3.51,143.363
32.455,83.572,30.391,6.674,5.268,2.781,0.362,134.171
23.79,54.801,48.937,7.105,10.367,0.428,2.749,132.797
26.48,49.787,38.016,5.598,8.664,1.036,2.358,117.761
27.034,88.797,44.619,6.334,5.198,1.516,0.37,141.22
19.785,83.886,51.854,5.203,10.946,0.935,1.274,144.642
24.775,58.664,25.723,7.091,7.414,0.465,0.532,104.18
33.595,75.383,39.229,6.25,5.413,1.695,3.349,142.97
28.724,66.016,74.481,7.675,5.563,1.959,3.235,159.505
21.018,59.541,27.87,5.822,10.284,1.399,0.584,110.25
23.761,57.905,40.97,7.771,11.486,1.288,0.67,122.127
21.257,51.121,41.071,5.423,7.026,2.765,3.985,116.817
18.422,69.719,43.969,6.821,4.631,1.546,1.064,126.121
33.767,65.097,59.239,5.923,4.807,2.315,1.506,150.767
25.62,68.048,37.387,5.545,9.236,1.089,3.142,131.338
23.228,54.691,48.013,5.282,6.966,2.392,0.461,119.015
28.174,87.237,57.243,6.967,7.409,2.377,4.275,162.631
18.124,73.737,41.116,5.7,6.696,1.042,0.299,124.688
22.726,85.482,72.439,6.718,7.724,1.974,3.851,166.388
29.952,49.917,73.984,7.938,9.148,2.037,1.752,146.713
28.774,73.028,30.984,5.948,8.329,1.462,0.845,124.629
34.691,83.226,42.191,5.105,5.314,2.257,1.823,151.993
28.546,59.891,35.399,5.428,7.93,1.137,4.383,121.763
26.118,53.781,34.339,5.358,7.685,1.562,2.475,115.784
30.944,56.926,49.549,6.39,8.366,2.776,0.455,134.697
33.357,57.282,53.191,7.234,4.885,0.829,4.249,138.858
30.252,65.124,46.283,5.889,5.228,0.755,0.817,131.234
34.375,59.668,38.628,5.438,8.242,0.741,0.435,129.777
31.294,57.207,38.931,6.922,6.203,2.795,0.395,125.529
32.736,74.183,74.606,5.904,9.032,0.784,3.753,168.408
19.94,47.386,71.184,6.726,6.982,0.857,0.858,132.654
30.451,60.316,28.795,7.801,5.766,2.067,0.97,115.301
25.482,76.039,57.828,5.874,9.251,2.223,4.26,155.26
27.403,52.913,47.844,6.537,7.151,1.665,2.83,126.077
29.12,54.942,59.441,7.42,5.261,2.758,1.427,137.28
34.487,54.03,54.848,7.075,10.47,0.493,2.722,143.373
34.738,45.042,69.463,7.254,7.454,1.89,1.245,144.422
22.9,66.32,28.349,7.318,11.321,1.856,2.325,120.57
30.474,46.753,42.48,6.62,5.547,1.171,1.639,121.463
30.75,57.282,74.275,6.608,11.011,2.559,2.877,157.381
23.89,89.766,34.114,7.157,10.527,1.727,3.463,144.87
20.106,86.328,31.367,7.093,4.831,0.991,1.699,129.852
18.696,54.678,61.449,7.01,8.253,0.612,0.819,132.569
31.215,58.95,63.872,6.146,9.229,0.657,1.73,152.714
26.325,65.867,58.614,7.486,7.964,2.554,3.46,146.125
34.754,82.999,63.81,5.709,7.122,1.001,3.584,165.435
25.905,81.119,59.686,5.467,11.551,2.577,3.578,163.109
34.625,50.681,31.789,6.035,9.607,0.688,4.391,124.481
24.997,50.6,55.411,5.761,11.727,2.761,3.747,134.268
31.493,63.753,63.844,6.99,10.77,2.4,4.365,159.305
19.442,84.154,68.276,5.693,10.537,0.679,2.895,166.871
27.443,84.694,37.312,6.969,9.805,0.607,1.186,141.256
31.635,49.831,31.372,6.54,9.169,2.328,2.815,121.291
33.72,70.843,64.055,5.457,11.095,0.587,1.051,162.362
31.984,52.005,37.827,5.775,8.907,1.029,0.567,127.257
18.629,75.876,26.596,6.565,4.602,2.323,1.496,116.749
24.336,86.239,66.261,7.199,8.661,2.578,1.76,168.071
18.828,65.465,50.3,6.195,4.823,2.242,3.248,127.808
19.858,48.739,41.332,5.698,11.594,2.536,1.761,116.458
29.48,71.066,25.571,5.885,9.173,1.744,0.214,122.083
30.125,63.383,26.766,5.285,8.445,2.271,4.143,118.689
31.153,81.49,64.631,5.075,5.583,1.226,2.734,157.573
32.713,60.316,49.485,7.919,8.126,2.285,1.106,140.806
30.57,84.37,32.486,5.289,6.74,2.031,1.285,139.183
31.615,57.317,42.925,5.375,9.403,1.78,0.734,127.297
18.832,52.088,33.265,7.613,8.835,2.782,4.098,116.838
21.987,58.792,30.644,6.991,7.994,1.527,1.19,109.519
28.572,46.571,38.815,6.308,6.022,1.886,4.245,118.525
32.588,57.656,52.475,6.947,8.206,1.624,1.337,137.928
18.077,74.705,35.5,7.805,7.694,1.025,3.637,126.273
26.749,51.403,42.184,5.298,10.81,1.193,0.245,122.896
29.514,50.011,48.897,5.731,11.155,2.749,2.278,134.414
18.503,50.957,46.001,7.581,10.074,1.341,1.788,120.353
24.823,48.49,31.431,7.342,6.557,2.031,1.639,109.831
33.226,84.359,26.943,7.983,4.305,1.761,4.466,135.369
29.417,87.485,26.773,5.942,11.403,2.536,3.3,144.977
22.04,47.095,42.509,7.835,11.936,2.218,1.3,116.138
32.497,79.203,60.94,6.031,5.016,0.594,3.435,157.92
23.917,78.172,31.563,7.145,9.485,1.253,0.757,128.028
32.507,89.861,64.349,7.648,7.401,2.109,4.181,175.315
23.082,60.654,60.784,5.512,5.188,0.787,2.033,133.963
28.035,57.848,25.197,5.617,11.985,1.608,1.02,115.017
24.748,65.389,26.337,6.743,11.466,1.163,1.373,122.665
22.672,83.546,34.752,7.531,11.861,0.555,0.867,132.375
33.071,77.787,27.806,5.237,5.151,2.793,4.201,134.764
21.189,66.223,51.567,7.553,7.935,2.63,1.515,132.918
19.442,56.005,26.981,6.029,11.166,2.194,0.814,109.607
23.813,77.716,65.132,6.219,9.401,0.882,3.695,155.614
30.2,83.454,49.648,6.02,7.477,2.772,1.117,152.863
31.726,62.998,61.398,7.734,8.134,1.914,0.605,145.764
34.979,75.086,62.535,5.392,4.309,2.719,3.074,163.599
23.038,63.01,50.338,6.723,8.892,0.502,0.232,130.288
24.935,66.532,71.268,5.444,10.878,0.816,3.779,156.73
20.326,68.621,74.512,7.786,4.022,2.025,2.62,154.019
27.773,79.908,42.961,7.394,5.28,2.577,1.261,138.355
34.959,88.988,31.293,5.701,8.144,0.822,2.236,143.613
29.915,64.996,43.162,5.893,8.488,1.161,1.328,133.637
28.119,60.404,36.168,6.145,6.747,1.812,2.491,119.154
24.67,61.812,51.55,6.216,4.223,2.799,2.658,128.949
33.56,51.025,43.919,7.452,9.949,2.319,3.518,131.546
26.448,58.362,49.022,6.694,5.943,2.617,2.204,128.475
20.284,48.89,63.159,6.284,9.157,2.02,3.583,132.927
24.211,64.255,38.701,7.158,8.473,2.506,0.498,127.012
19.142,52.531,51.874,6.374,7.447,1.617,4.162,126.741
21.434,60.588,41.758,5.385,8.722,0.698,0.998,124.788
18.3,80.711,64.248,5.322,9.56,2.103,3.797,155.229
25.706,56.067,56.977,5.978,8.578,1.844,2.327,136.797
28.787,72.535,25.425,6.809,8.46,1.565,0.65,123.567
23.836,85.553,58.003,5.405,7.489,1.06,1.747,153.931
25.146,70.512,33.508,6.65,7.44,2.282,4.149,130.238
34.307,53.721,61.224,5.809,7.928,2.369,3.789,149.87
30.783,60.514,53.367,7.086,7.617,1.274,3.306,143.581
27.195,71.567,45.074,5.085,7.512,2.627,1.833,139.435
22.837,67.798,59.703,6.407,5.683,1.287,2.732,145.316
33.249,51.688,67.83,5.157,9.799,0.658,1.198,146.588
21.997,65.106,63.937,5.992,5.064,0.8,2.986,139.548
23.531,69.438,52.269,5.047,11.27,1.587,1.322,139.326
33.454,57.03,61.135,6.407,8.999,0.592,3.765,147.586
27.002,72.56,45.696,7.301,4.391,2.124,3.229,135.8
30.619,48.157,64.451,5.301,9.272,2.308,1.86,140.098
28.043,60.147,66.453,7.206,6.892,1.719,3.036,145.926
29.108,81.192,31.865,6.753,11.438,2.544,1.598,141.049
23.09,56.668,36.902,6.514,11.489,2.69,0.869,121.825
22.103,72.233,38.499,6.798,10.767,1.474,1.211,125.999
23.482,63.451,33.304,6.008,8.543,0.614,1.368,116.216
20.643,59.241,44.627,7.131,11.353,0.955,1.174,129.437
32.863,86.226,34.652,7.339,9.198,1.978,3.117,150.111
22.815,60.447,54.777,7.335,11.001,1.374,3.381,139.748
27.545,55.65,30.081,5.808,5.28,2.044,2.166,111.631
31.464,85.919,38.496,6.962,11.233,2.0,4.448,153.955
31.325,78.567,58.276,5.444,9.293,1.853,4.031,160.433
25.453,75.681,44.927,6.486,6.426,0.779,0.574,133.231
26.096,47.229,46.073,5.008,11.983,1.086,2.18,121.879
34.91,50.904,64.896,5.581,9.495,1.307,4.106,148.032
29.468,73.725,74.226,6.895,11.267,2.379,1.147,164.657
31.849,54.424,53.253,7.623,4.045,2.037,1.827,131.131
33.343,55.154,28.953,5.147,8.419,1.948,4.272,121.372
31.389,80.061,30.145,6.676,9.7,2.013,3.537,137.734
21.148,57.867,73.425,6.91,4.11,1.608,3.779,143.78
27.557,48.221,58.962,7.797,10.1,0.495,3.982,132.553
19.732,46.639,62.623,6.965,9.212,0.883,0.936,129.244
29.1,64.943,58.788,5.309,6.198,0.737,3.207,149.204
34.241,72.771,33.981,5.44,9.512,0.554,3.652,140.126
26.716,84.1,47.418,6.907,5.047,1.167,1.174,147.287
25.361,49.986,64.904,5.647,10.592,2.291,0.386,139.856
18.609,53.85,68.318,7.785,10.93,0.676,0.967,138.28
34.316,68.841,36.867,7.762,7.884,0.667,3.388,137.197
19.751,61.385,54.798,7.846,8.06,0.698,3.185,130.74
18.698,66.714,32.855,5.879,7.216,1.048,4.034,119.464
22.183,86.586,72.914,7.151,6.763,0.885,1.563,165.818
19.114,69.52,37.61,6.989,10.983,0.434,2.873,124.643
25.737,63.68,61.332,5.107,6.439,1.064,0.315,140.815
26.773,89.525,36.556,5.797,7.223,2.791,4.221,144.802
23.314,47.935,55.803,5.62,6.399,1.208,2.584,123.268
18.866,86.945,57.963,6.112,9.254,0.907,3.418,155.175
19.897,67.575,41.421,7.859,10.514,1.59,1.42,129.389
24.537,67.669,65.942,7.537,5.315,0.95,0.552,144.868
19.029,86.488,69.269,5.88,6.038,1.743,0.47,156.133
29.869,67.83,67.753,6.59,4.833,1.362,3.703,155.286
21.519,64.728,41.54,5.577,5.281,2.552,0.853,117.932
23.135,57.262,62.217,5.832,7.255,2.627,3.743,138.609
24.7,74.647,52.975,5.195,10.207,2.111,1.341,142.434
25.082,70.634,54.631,6.928,8.333,0.918,2.527,143.474
18.028,54.646,48.871,6.971,4.426,1.537,1.326,120.073
19.905,76.924,55.013,7.516,9.001,1.133,0.415,143.618
32.667,73.984,31.783,7.615,10.362,2.316,2.532,137.259
18.021,62.88,45.442,5.48,7.148,0.47,1.779,119.158
26.639,45.198,33.884,7.229,5.96,1.99,2.071,107.601
26.322,65.096,39.005,5.404,10.112,1.176,2.787,134.514
23.663,45.273,31.391,6.121,4.191,1.554,1.549,101.595
25.333,48.375,35.625,6.547,10.525,1.175,2.624,115.593
31.27,64.377,64.096,5.148,10.434,1.275,3.028,148.803
32.3,48.686,52.492,5.47,11.104,2.018,0.585,130.937
22.426,57.405,26.182,5.813,4.716,1.829,1.705,105.371
23.482,74.497,64.426,5.383,4.862,0.986,0.587,145.209
22.122,58.888,70.473,7.802,10.982,0.505,0.23,145.367
26.158,89.894,69.021,5.865,7.802,2.454,0.42,168.424
29.615,86.234,66.151,6.504,7.139,1.582,2.747,169.001
21.88,71.339,74.611,7.99,8.586,1.885,0.563,152.424
23.623,88.513,54.32,6.7,4.469,1.572,3.935,150.483
33.817,84.061,73.129,6.234,9.15,1.885,3.466,177.959
18.826,59.35,72.442,7.789,11.561,1.905,0.238,144.83
25.833,78.732,40.662,5.667,9.406,0.436,2.665,137.524
30.096,51.157,68.172,5.539,7.716,1.68,0.244,142.595
20.558,75.805,64.624,6.606,11.687,1.605,0.67,150.867
18.805,67.099,63.79,6.282,9.508,0.63,4.449,145.509
20.349,45.757,69.814,7.391,4.456,2.19,2.165,133.448
33.62,57.34,44.21,5.126,9.36,0.966,0.317,131.128
18.157,87.992,45.003,6.853,4.478,0.531,3.856,140.867
21.201,59.212,57.003,7.132,6.458,2.328,4.145,130.609
18.532,53.165,61.89,7.916,8.925,2.476,2.558,133.005
19.881,53.439,68.987,5.437,5.725,0.978,3.236,138.063
28.543,66.565,68.792,5.739,4.306,2.05,3.555,151.255
22.108,82.919,61.067,7.797,8.944,0.412,3.359,153.293
27.677,79.11,72.845,6.892,6.287,2.131,2.326,165.581
28.033,64.658,33.931,5.114,8.264,1.516,3.781,126.379
32.44,54.393,72.517,5.232,6.089,2.302,2.468,150.505
18.081,47.073,28.21,7.356,9.491,1.343,1.316,104.684
32.507,65.818,52.781,6.702,11.166,1.243,0.217,146.32
28.525,81.665,29.51,6.696,4.693,2.418,1.742,129.731
20.767,77.836,53.4,7.64,10.291,0.493,0.555,139.442
31.14,63.387,44.505,5.723,5.249,0.849,0.472,130.881
32.543,71.762,29.08,5.481,6.635,1.389,2.218,126.115
22.322,64.631,57.406,6.841,6.859,1.831,4.258,146.163
33.619,71.056,61.56,7.647,5.65,0.412,0.654,153.284
25.726,68.288,33.709,5.796,4.602,1.78,1.377,122.948
28.258,75.643,59.722,7.044,10.148,1.308,3.769,158.119
34.739,67.847,33.952,5.457,10.349,1.912,1.928,138.11
24.146,87.327,31.87,5.516,11.975,2.577,3.463,135.871
31.824,64.261,32.368,7.705,11.477,1.458,2.532,128.289
23.413,45.716,54.954,5.354,7.477,1.731,2.797,127.063
31.587,55.637,63.94,5.073,5.067,1.511,0.893,144.978
28.212,67.527,54.845,7.325,4.086,0.684,1.715,136.364
21.678,69.326,65.468,6.088,8.252,2.303,2.874,145.331
25.038,69.857,54.574,6.19,10.885,2.524,0.315,144.904
23.4,77.155,64.866,7.4,6.143,2.348,1.01,154.541
19.328,57.359,73.826,5.54,5.592,2.674,1.862,143.124
18.507,74.921,44.548,6.951,7.512,1.523,3.101,133.065
23.89,76.681,32.497,5.941,11.148,1.966,2.391,127.526
18.324,63.508,31.77,5.313,7.613,0.804,3.291,112.21
20.813,63.098,54.874,7.062,9.782,2.744,3.326,138.776
30.328,53.052,52.355,5.956,7.7,1.793,0.334,130.326
30.038,63.629,34.212,7.6,6.984,1.028,4.077,122.916
30.556,80.407,69.105,7.757,7.527,2.333,3.744,171.344
23.392,85.904,72.837,7.547,10.147,1.808,1.366,171.313
33.13,71.713,37.661,5.967,10.035,2.679,2.283,139.033
28.095,58.472,35.344,5.71,7.454,2.248,1.525,120.985
20.142,75.703,35.696,7.678,6.141,2.505,4.099,128.585
20.443,78.307,44.371,6.359,5.113,1.712,1.846,132.337
29.783,59.95,67.661,7.123,4.011,1.642,1.903,148.406
20.94,82.195,54.798,7.481,4.906,2.218,4.121,150.056
26.624,48.316,28.378,5.833,5.317,0.652,2.783,107.432
34.86,45.484,48.649,5.357,9.52,0.53,0.793,130.162
18.068,50.534,29.517,6.874,10.543,2.761,2.892,107.479
18.282,52.02,45.311,6.771,9.896,2.599,3.616,128.807
34.882,84.552,45.176,5.811,9.786,2.694,1.653,160.479
27.939,64.124,57.418,6.754,11.955,0.55,2.466,144.615
20.157,57.372,52.473,7.371,11.701,1.046,2.895,132.2
33.254,64.308,68.738,6.05,6.151,2.564,2.395,152.359
32.966,62.768,25.814,5.727,5.161,0.615,4.496,120.214
27.115,58.566,63.7,7.175,5.226,1.483,2.379,146.247
28.57,51.205,26.133,7.358,11.165,1.219,2.967,120.85
22.644,74.516,40.214,7.863,4.819,2.512,3.612,132.954
18.859,51.147,68.983,5.443,6.721,1.643,0.787,133.281
28.108,79.894,59.521,7.668,8.243,1.097,0.389,156.335
23.011,54.076,33.6,7.295,8.908,1.658,4.384,121.93
29.282,77.912,49.539,7.106,8.766,0.67,3.349,146.84
32.216,81.251,61.095,5.939,10.291,2.155,1.891,171.308
18.309,50.64,71.867,5.067,8.574,1.884,0.276,134.324
28.127,48.904,56.716,6.523,10.808,1.842,0.916,131.221
21.932,87.731,26.234,5.857,4.677,1.451,0.242,123.37
32.856,65.837,49.985,5.869,10.872,1.106,1.905,142.571
22.312,73.361,32.648,7.781,8.72,0.557,2.586,126.741
28.383,46.047,27.389,5.459,5.783,2.673,0.891,100.76
27.41,57.542,54.926,7.803,11.822,1.4,2.951,141.771
24.735,67.743,63.846,6.511,11.518,1.59,4.303,155.651
29.52,84.88,26.803,7.515,10.766,1.302,4.459,144.059
30.338,57.215,64.179,5.851,11.293,2.771,3.783,154.114
27.638,79.884,60.319,6.902,7.057,2.311,2.109,160.649
30.893,74.8,62.599,6.67,5.822,0.63,2.554,153.662
34.718,50.187,37.236,7.772,5.463,1.86,2.364,123.936
25.128,58.202,44.68,5.538,10.99,1.563,0.869,121.885
26.748,55.704,30.988,5.614,10.613,2.304,3.874,119.978
18.212,64.914,36.945,7.847,11.848,2.794,3.106,127.051
